borrow_id,user_id,book_isbn,book_title,category,borrow_date,due_date,return_date,renew_count,library_branch
562,312,978-7-142,学术参考资料,TP31,2025-09-25,2025-10-25,2025-10-02,0,主图书馆
563,313,978-7-810,学术参考资料,I247,2025-10-24,2025-11-23,2025-11-18,0,主图书馆
564,316,978-7-128,学术参考资料,I247,2025-11-18,2025-12-18,2025-12-02,0,主图书馆
565,317,978-7-323,学术参考资料,I247,2025-12-24,2026-01-23,2026-01-10,0,主图书馆
566,317,978-7-652,学术参考资料,I247,2025-10-21,2025-11-20,2025-11-02,0,主图书馆
567,317,978-7-560,学术参考资料,I247,2025-09-02,2025-10-02,2025-09-11,0,主图书馆
568,317,978-7-135,学术参考资料,I247,2025-11-30,2025-12-30,2025-12-12,0,主图书馆
569,317,978-7-367,学术参考资料,I247,2025-11-20,2025-12-20,2025-11-26,0,主图书馆
570,318,978-7-730,学术参考资料,TP31,2025-09-05,2025-10-05,2025-09-18,0,主图书馆
571,319,978-7-708,学术参考资料,TP31,2025-09-04,2025-10-04,2025-09-28,0,主图书馆
572,319,978-7-450,学术参考资料,TP31,2025-10-07,2025-11-06,2025-10-28,0,主图书馆
573,319,978-7-105,学术参考资料,I247,2025-12-07,2026-01-06,2025-12-14,0,主图书馆
574,320,978-7-571,学术参考资料,I247,2025-10-26,2025-11-25,2025-10-31,0,主图书馆
575,320,978-7-269,学术参考资料,TP31,2025-09-15,2025-10-15,2025-10-08,0,主图书馆
576,321,978-7-576,学术参考资料,TP31,2025-11-17,2025-12-17,2025-12-07,0,主图书馆
577,321,978-7-284,学术参考资料,I247,2025-10-14,2025-11-13,2025-11-06,0,主图书馆
578,321,978-7-521,学术参考资料,I247,2025-09-09,2025-10-09,2025-09-30,0,主图书馆
579,321,978-7-120,学术参考资料,TP31,2025-11-15,2025-12-15,2025-12-06,0,主图书馆
580,321,978-7-198,学术参考资料,I247,2025-11-27,2025-12-27,2025-12-14,0,主图书馆
581,324,978-7-623,学术参考资料,TP31,2025-10-05,2025-11-04,2025-10-19,0,主图书馆
582,324,978-7-550,学术参考资料,I247,2025-11-05,2025-12-05,2025-11-11,0,主图书馆
583,324,978-7-966,学术参考资料,TP31,2025-09-25,2025-10-25,2025-10-11,0,主图书馆
584,324,978-7-549,学术参考资料,I247,2025-12-23,2026-01-22,2025-12-30,0,主图书馆
585,326,978-7-822,学术参考资料,TP31,2025-09-15,2025-10-15,2025-09-23,0,主图书馆
586,326,978-7-301,学术参考资料,TP31,2025-12-22,2026-01-21,2026-01-14,0,主图书馆
587,326,978-7-747,学术参考资料,TP31,2025-10-21,2025-11-20,2025-11-13,0,主图书馆
588,328,978-7-278,学术参考资料,TP31,2025-11-17,2025-12-17,2025-11-22,0,主图书馆
589,328,978-7-834,学术参考资料,TP31,2025-09-08,2025-10-08,2025-09-23,0,主图书馆
590,328,978-7-190,学术参考资料,TP31,2025-09-27,2025-10-27,2025-10-12,0,主图书馆
591,329,978-7-898,学术参考资料,TP31,2025-12-22,2026-01-21,2026-01-07,0,主图书馆
592,329,978-7-344,学术参考资料,TP31,2025-10-25,2025-11-24,2025-11-10,0,主图书馆
593,329,978-7-772,学术参考资料,TP31,2025-09-23,2025-10-23,2025-10-08,0,主图书馆
594,329,978-7-572,学术参考资料,TP31,2025-10-28,2025-11-27,2025-11-22,0,主图书馆
595,329,978-7-661,学术参考资料,I247,2025-11-04,2025-12-04,2025-11-21,0,主图书馆
596,330,978-7-466,学术参考资料,I247,2025-12-17,2026-01-16,2025-12-30,0,主图书馆
597,330,978-7-203,学术参考资料,I247,2025-11-29,2025-12-29,2025-12-17,0,主图书馆
598,330,978-7-816,学术参考资料,TP31,2025-11-10,2025-12-10,2025-11-16,0,主图书馆
599,330,978-7-511,学术参考资料,TP31,2025-12-21,2026-01-20,2025-12-30,0,主图书馆
600,330,978-7-688,学术参考资料,TP31,2025-12-13,2026-01-12,2026-01-02,0,主图书馆
601,333,978-7-465,学术参考资料,I247,2025-10-20,2025-11-19,2025-11-03,0,主图书馆
602,333,978-7-332,学术参考资料,TP31,2025-10-13,2025-11-12,2025-10-30,0,主图书馆
603,334,978-7-859,学术参考资料,TP31,2025-11-19,2025-12-19,2025-12-04,0,主图书馆
604,334,978-7-516,学术参考资料,I247,2025-12-15,2026-01-14,2025-12-20,0,主图书馆
605,334,978-7-869,学术参考资料,I247,2025-10-30,2025-11-29,2025-11-15,0,主图书馆
606,335,978-7-604,学术参考资料,I247,2025-09-06,2025-10-06,2025-09-23,0,主图书馆
607,335,978-7-450,学术参考资料,TP31,2025-09-10,2025-10-10,2025-09-22,0,主图书馆
608,335,978-7-305,学术参考资料,TP31,2025-09-25,2025-10-25,2025-10-20,0,主图书馆
609,335,978-7-178,学术参考资料,I247,2025-11-13,2025-12-13,2025-11-28,0,主图书馆
610,336,978-7-386,学术参考资料,TP31,2025-09-26,2025-10-26,2025-10-10,0,主图书馆
611,336,978-7-720,学术参考资料,I247,2025-10-03,2025-11-02,2025-10-17,0,主图书馆
612,336,978-7-897,学术参考资料,TP31,2025-09-17,2025-10-17,2025-09-30,0,主图书馆
613,336,978-7-822,学术参考资料,I247,2025-10-06,2025-11-05,2025-10-13,0,主图书馆
614,336,978-7-846,学术参考资料,I247,2025-10-19,2025-11-18,2025-11-13,0,主图书馆
615,337,978-7-183,学术参考资料,TP31,2025-11-08,2025-12-08,2025-12-03,0,主图书馆
616,337,978-7-717,学术参考资料,I247,2025-10-09,2025-11-08,2025-10-22,0,主图书馆
617,337,978-7-869,学术参考资料,TP31,2025-09-19,2025-10-19,2025-10-04,0,主图书馆
618,337,978-7-649,学术参考资料,I247,2025-12-19,2026-01-18,2026-01-03,0,主图书馆
619,337,978-7-919,学术参考资料,TP31,2025-09-08,2025-10-08,2025-09-16,0,主图书馆
620,338,978-7-640,学术参考资料,TP31,2025-09-06,2025-10-06,2025-09-11,0,主图书馆
621,338,978-7-539,学术参考资料,I247,2025-12-24,2026-01-23,2026-01-06,0,主图书馆
622,338,978-7-933,学术参考资料,TP31,2025-09-29,2025-10-29,2025-10-08,0,主图书馆
623,338,978-7-544,学术参考资料,TP31,2025-12-03,2026-01-02,2025-12-27,0,主图书馆
624,339,978-7-286,学术参考资料,I247,2025-09-22,2025-10-22,2025-10-14,0,主图书馆
625,339,978-7-251,学术参考资料,TP31,2025-09-12,2025-10-12,2025-09-18,0,主图书馆
626,339,978-7-618,学术参考资料,I247,2025-09-18,2025-10-18,2025-10-06,0,主图书馆
627,340,978-7-566,学术参考资料,I247,2025-11-25,2025-12-25,2025-12-19,0,主图书馆
628,340,978-7-871,学术参考资料,I247,2025-12-27,2026-01-26,2026-01-02,0,主图书馆
629,340,978-7-416,学术参考资料,I247,2025-09-07,2025-10-07,2025-09-13,0,主图书馆
630,341,978-7-778,学术参考资料,TP31,2025-09-23,2025-10-23,2025-09-28,0,主图书馆
631,341,978-7-406,学术参考资料,I247,2025-10-03,2025-11-02,2025-10-18,0,主图书馆
632,341,978-7-118,学术参考资料,TP31,2025-12-17,2026-01-16,2026-01-09,0,主图书馆
633,341,978-7-739,学术参考资料,I247,2025-11-05,2025-12-05,2025-11-11,0,主图书馆
634,341,978-7-349,学术参考资料,TP31,2025-12-16,2026-01-15,2026-01-09,0,主图书馆
635,342,978-7-193,学术参考资料,I247,2025-11-26,2025-12-26,2025-12-11,0,主图书馆
636,342,978-7-474,学术参考资料,TP31,2025-12-11,2026-01-10,2025-12-19,0,主图书馆
637,342,978-7-784,学术参考资料,TP31,2025-11-17,2025-12-17,2025-12-12,0,主图书馆
638,342,978-7-930,学术参考资料,TP31,2025-11-30,2025-12-30,2025-12-17,0,主图书馆
639,343,978-7-933,学术参考资料,TP31,2025-09-28,2025-10-28,2025-10-18,0,主图书馆
640,343,978-7-993,学术参考资料,TP31,2025-10-25,2025-11-24,2025-11-18,0,主图书馆
641,343,978-7-927,学术参考资料,I247,2025-10-22,2025-11-21,2025-10-30,0,主图书馆
642,343,978-7-187,学术参考资料,TP31,2025-09-05,2025-10-05,2025-09-10,0,主图书馆
643,344,978-7-181,学术参考资料,TP31,2025-09-26,2025-10-26,2025-10-15,0,主图书馆
644,344,978-7-953,学术参考资料,TP31,2025-12-18,2026-01-17,2026-01-08,0,主图书馆
645,344,978-7-900,学术参考资料,I247,2025-10-29,2025-11-28,2025-11-05,0,主图书馆
646,344,978-7-957,学术参考资料,TP31,2025-09-02,2025-10-02,2025-09-21,0,主图书馆
647,345,978-7-684,学术参考资料,TP31,2025-11-23,2025-12-23,2025-12-09,0,主图书馆
648,345,978-7-225,学术参考资料,I247,2025-11-18,2025-12-18,2025-11-28,0,主图书馆
649,345,978-7-658,学术参考资料,I247,2025-10-09,2025-11-08,2025-10-28,0,主图书馆
650,345,978-7-427,学术参考资料,I247,2025-09-18,2025-10-18,2025-10-02,0,主图书馆
651,345,978-7-635,学术参考资料,TP31,2025-11-01,2025-12-01,2025-11-08,0,主图书馆
652,346,978-7-955,学术参考资料,I247,2025-09-29,2025-10-29,2025-10-17,0,主图书馆
653,347,978-7-417,学术参考资料,TP31,2025-09-15,2025-10-15,2025-09-25,0,主图书馆
654,347,978-7-943,学术参考资料,TP31,2025-12-19,2026-01-18,2025-12-26,0,主图书馆
655,347,978-7-505,学术参考资料,I247,2025-09-15,2025-10-15,2025-10-02,0,主图书馆
656,347,978-7-521,学术参考资料,TP31,2025-11-14,2025-12-14,2025-11-27,0,主图书馆
657,348,978-7-960,学术参考资料,I247,2025-11-08,2025-12-08,2025-11-20,0,主图书馆
658,348,978-7-135,学术参考资料,TP31,2025-11-20,2025-12-20,2025-12-04,0,主图书馆
659,350,978-7-598,学术参考资料,TP31,2025-12-16,2026-01-15,2025-12-21,0,主图书馆
660,350,978-7-581,学术参考资料,TP31,2025-12-12,2026-01-11,2025-12-24,0,主图书馆
661,350,978-7-418,学术参考资料,I247,2025-11-12,2025-12-12,2025-11-24,0,主图书馆
662,351,978-7-554,学术参考资料,TP31,2025-10-20,2025-11-19,2025-11-08,0,主图书馆
663,351,978-7-682,学术参考资料,I247,2025-09-12,2025-10-12,2025-09-25,0,主图书馆
664,351,978-7-584,学术参考资料,TP31,2025-11-14,2025-12-14,2025-11-21,0,主图书馆
665,351,978-7-872,学术参考资料,I247,2025-09-07,2025-10-07,2025-09-22,0,主图书馆
666,351,978-7-426,学术参考资料,I247,2025-11-29,2025-12-29,2025-12-11,0,主图书馆
667,352,978-7-422,学术参考资料,TP31,2025-11-15,2025-12-15,2025-12-02,0,主图书馆
668,352,978-7-646,学术参考资料,I247,2025-11-29,2025-12-29,2025-12-20,0,主图书馆
669,352,978-7-288,学术参考资料,I247,2025-10-10,2025-11-09,2025-10-21,0,主图书馆
670,352,978-7-544,学术参考资料,I247,2025-09-24,2025-10-24,2025-10-15,0,主图书馆
671,352,978-7-305,学术参考资料,I247,2025-12-10,2026-01-09,2025-12-24,0,主图书馆
672,354,978-7-386,学术参考资料,I247,2025-12-27,2026-01-26,2026-01-12,0,主图书馆
673,354,978-7-683,学术参考资料,I247,2025-09-15,2025-10-15,2025-10-08,0,主图书馆
674,354,978-7-481,学术参考资料,I247,2025-09-15,2025-10-15,2025-10-04,0,主图书馆
675,354,978-7-246,学术参考资料,TP31,2025-10-08,2025-11-07,2025-10-27,0,主图书馆
676,355,978-7-230,学术参考资料,TP31,2025-09-01,2025-10-01,2025-09-22,0,主图书馆
677,355,978-7-629,学术参考资料,I247,2025-10-03,2025-11-02,2025-10-16,0,主图书馆
678,356,978-7-489,学术参考资料,I247,2025-09-02,2025-10-02,2025-09-18,0,主图书馆
679,356,978-7-692,学术参考资料,I247,2025-10-16,2025-11-15,2025-11-05,0,主图书馆
680,357,978-7-583,学术参考资料,TP31,2025-12-02,2026-01-01,2025-12-21,0,主图书馆
681,358,978-7-601,学术参考资料,I247,2025-12-17,2026-01-16,2026-01-07,0,主图书馆
682,358,978-7-111,学术参考资料,TP31,2025-10-21,2025-11-20,2025-11-01,0,主图书馆
683,358,978-7-160,学术参考资料,I247,2025-11-05,2025-12-05,2025-11-15,0,主图书馆
684,358,978-7-691,学术参考资料,TP31,2025-12-06,2026-01-05,2025-12-17,0,主图书馆
685,363,978-7-975,学术参考资料,I247,2025-11-04,2025-12-04,2025-11-15,0,主图书馆
686,364,978-7-273,学术参考资料,I247,2025-10-26,2025-11-25,2025-11-20,0,主图书馆
687,364,978-7-603,学术参考资料,TP31,2025-09-28,2025-10-28,2025-10-08,0,主图书馆
688,366,978-7-111,学术参考资料,I247,2025-09-08,2025-10-08,2025-10-01,0,主图书馆
689,366,978-7-207,学术参考资料,I247,2025-12-05,2026-01-04,2025-12-20,0,主图书馆
690,366,978-7-783,学术参考资料,I247,2025-11-14,2025-12-14,2025-12-09,0,主图书馆
691,366,978-7-885,学术参考资料,TP31,2025-10-21,2025-11-20,2025-11-03,0,主图书馆
692,366,978-7-826,学术参考资料,TP31,2025-12-21,2026-01-20,2026-01-15,0,主图书馆
693,369,978-7-225,学术参考资料,I247,2025-12-13,2026-01-12,2026-01-05,0,主图书馆
694,369,978-7-800,学术参考资料,I247,2025-09-25,2025-10-25,2025-10-02,0,主图书馆
695,370,978-7-448,学术参考资料,I247,2025-10-06,2025-11-05,2025-10-29,0,主图书馆
696,370,978-7-879,学术参考资料,TP31,2025-10-08,2025-11-07,2025-10-13,0,主图书馆
697,370,978-7-113,学术参考资料,TP31,2025-11-20,2025-12-20,2025-12-11,0,主图书馆
698,370,978-7-103,学术参考资料,I247,2025-12-22,2026-01-21,2025-12-28,0,主图书馆
699,371,978-7-492,学术参考资料,TP31,2025-12-05,2026-01-04,2025-12-29,0,主图书馆
700,371,978-7-786,学术参考资料,I247,2025-09-28,2025-10-28,2025-10-03,0,主图书馆
701,371,978-7-243,学术参考资料,I247,2025-09-17,2025-10-17,2025-09-23,0,主图书馆
702,371,978-7-207,学术参考资料,TP31,2025-09-23,2025-10-23,2025-10-06,0,主图书馆
703,371,978-7-512,学术参考资料,TP31,2025-12-13,2026-01-12,2025-12-25,0,主图书馆
704,372,978-7-314,学术参考资料,I247,2025-10-31,2025-11-30,2025-11-14,0,主图书馆
705,373,978-7-260,学术参考资料,I247,2025-12-01,2025-12-31,2025-12-15,0,主图书馆
706,373,978-7-280,学术参考资料,I247,2025-11-28,2025-12-28,2025-12-22,0,主图书馆
707,373,978-7-523,学术参考资料,I247,2025-09-24,2025-10-24,2025-10-07,0,主图书馆
708,373,978-7-315,学术参考资料,I247,2025-12-21,2026-01-20,2026-01-04,0,主图书馆
709,373,978-7-561,学术参考资料,TP31,2025-11-16,2025-12-16,2025-12-03,0,主图书馆
710,375,978-7-436,学术参考资料,I247,2025-09-07,2025-10-07,2025-09-23,0,主图书馆
711,375,978-7-293,学术参考资料,TP31,2025-09-28,2025-10-28,2025-10-07,0,主图书馆
712,377,978-7-327,学术参考资料,TP31,2025-10-31,2025-11-30,2025-11-12,0,主图书馆
713,377,978-7-882,学术参考资料,TP31,2025-11-03,2025-12-03,2025-11-22,0,主图书馆
714,377,978-7-393,学术参考资料,TP31,2025-09-04,2025-10-04,2025-09-10,0,主图书馆
715,377,978-7-432,学术参考资料,TP31,2025-11-27,2025-12-27,2025-12-13,0,主图书馆
716,378,978-7-639,学术参考资料,TP31,2025-10-03,2025-11-02,2025-10-20,0,主图书馆
717,378,978-7-258,学术参考资料,TP31,2025-09-04,2025-10-04,2025-09-10,0,主图书馆
718,378,978-7-646,学术参考资料,I247,2025-12-24,2026-01-23,2026-01-11,0,主图书馆
719,378,978-7-333,学术参考资料,TP31,2025-11-26,2025-12-26,2025-12-07,0,主图书馆
720,381,978-7-268,学术参考资料,I247,2025-12-08,2026-01-07,2025-12-25,0,主图书馆
721,381,978-7-306,学术参考资料,I247,2025-12-21,2026-01-20,2026-01-07,0,主图书馆
722,381,978-7-831,学术参考资料,TP31,2025-12-01,2025-12-31,2025-12-17,0,主图书馆
723,381,978-7-326,学术参考资料,I247,2025-09-17,2025-10-17,2025-09-30,0,主图书馆
724,381,978-7-705,学术参考资料,I247,2025-12-02,2026-01-01,2025-12-27,0,主图书馆
725,382,978-7-617,学术参考资料,TP31,2025-09-13,2025-10-13,2025-09-27,0,主图书馆
726,382,978-7-947,学术参考资料,I247,2025-11-16,2025-12-16,2025-11-21,0,主图书馆
727,382,978-7-460,学术参考资料,I247,2025-10-24,2025-11-23,2025-11-06,0,主图书馆
728,384,978-7-921,学术参考资料,I247,2025-10-20,2025-11-19,2025-11-10,0,主图书馆
729,384,978-7-362,学术参考资料,TP31,2025-09-25,2025-10-25,2025-10-16,0,主图书馆
730,386,978-7-168,学术参考资料,I247,2025-09-16,2025-10-16,2025-09-21,0,主图书馆
731,388,978-7-813,学术参考资料,TP31,2025-10-13,2025-11-12,2025-11-05,0,主图书馆
732,388,978-7-951,学术参考资料,I247,2025-11-10,2025-12-10,2025-11-24,0,主图书馆
733,388,978-7-772,学术参考资料,I247,2025-10-05,2025-11-04,2025-10-23,0,主图书馆
734,390,978-7-497,学术参考资料,TP31,2025-09-19,2025-10-19,2025-09-28,0,主图书馆
735,390,978-7-223,学术参考资料,I247,2025-10-18,2025-11-17,2025-11-10,0,主图书馆
736,390,978-7-475,学术参考资料,I247,2025-12-18,2026-01-17,2026-01-06,0,主图书馆
737,390,978-7-659,学术参考资料,I247,2025-10-22,2025-11-21,2025-11-02,0,主图书馆
738,390,978-7-472,学术参考资料,TP31,2025-10-05,2025-11-04,2025-10-30,0,主图书馆
739,392,978-7-697,学术参考资料,I247,2025-09-29,2025-10-29,2025-10-17,0,主图书馆
740,392,978-7-794,学术参考资料,I247,2025-09-06,2025-10-06,2025-09-28,0,主图书馆
741,393,978-7-158,学术参考资料,I247,2025-12-21,2026-01-20,2026-01-10,0,主图书馆
742,398,978-7-266,学术参考资料,I247,2025-12-12,2026-01-11,2025-12-22,0,主图书馆
743,400,978-7-822,学术参考资料,TP31,2025-11-15,2025-12-15,2025-11-29,0,主图书馆
744,400,978-7-422,学术参考资料,I247,2025-11-25,2025-12-25,2025-12-04,0,主图书馆
745,401,978-7-890,学术参考资料,TP31,2025-09-28,2025-10-28,2025-10-07,0,主图书馆
746,401,978-7-534,学术参考资料,I247,2025-09-13,2025-10-13,2025-09-24,0,主图书馆
747,403,978-7-822,学术参考资料,TP31,2025-09-28,2025-10-28,2025-10-12,0,主图书馆
748,403,978-7-173,学术参考资料,I247,2025-10-07,2025-11-06,2025-10-12,0,主图书馆
749,405,978-7-936,学术参考资料,I247,2025-10-07,2025-11-06,2025-10-12,0,主图书馆
750,405,978-7-308,学术参考资料,I247,2025-10-24,2025-11-23,2025-11-06,0,主图书馆
751,406,978-7-936,学术参考资料,TP31,2025-09-09,2025-10-09,2025-09-30,0,主图书馆
752,407,978-7-189,学术参考资料,I247,2025-10-22,2025-11-21,2025-11-10,0,主图书馆
753,408,978-7-826,学术参考资料,I247,2025-09-18,2025-10-18,2025-10-11,0,主图书馆
754,408,978-7-984,学术参考资料,I247,2025-10-28,2025-11-27,2025-11-10,0,主图书馆
755,410,978-7-485,学术参考资料,I247,2025-10-25,2025-11-24,2025-11-03,0,主图书馆
756,410,978-7-163,学术参考资料,I247,2025-12-18,2026-01-17,2025-12-26,0,主图书馆
757,410,978-7-128,学术参考资料,I247,2025-09-26,2025-10-26,2025-10-21,0,主图书馆
758,411,978-7-668,学术参考资料,I247,2025-10-21,2025-11-20,2025-11-10,0,主图书馆
759,414,978-7-251,学术参考资料,TP31,2025-09-30,2025-10-30,2025-10-25,0,主图书馆
760,414,978-7-103,学术参考资料,I247,2025-11-17,2025-12-17,2025-11-30,0,主图书馆
761,414,978-7-729,学术参考资料,TP31,2025-12-05,2026-01-04,2025-12-24,0,主图书馆
762,414,978-7-599,学术参考资料,TP31,2025-10-04,2025-11-03,2025-10-23,0,主图书馆
763,414,978-7-854,学术参考资料,I247,2025-09-05,2025-10-05,2025-09-25,0,主图书馆
764,415,978-7-347,学术参考资料,I247,2025-12-21,2026-01-20,2026-01-14,0,主图书馆
765,415,978-7-883,学术参考资料,TP31,2025-12-10,2026-01-09,2025-12-26,0,主图书馆
766,415,978-7-344,学术参考资料,I247,2025-10-01,2025-10-31,2025-10-15,0,主图书馆
767,415,978-7-514,学术参考资料,TP31,2025-12-05,2026-01-04,2025-12-25,0,主图书馆
768,417,978-7-913,学术参考资料,I247,2025-11-17,2025-12-17,2025-12-08,0,主图书馆
769,417,978-7-978,学术参考资料,I247,2025-09-07,2025-10-07,2025-09-20,0,主图书馆
770,417,978-7-573,学术参考资料,TP31,2025-09-25,2025-10-25,2025-10-02,0,主图书馆
771,417,978-7-540,学术参考资料,I247,2025-11-03,2025-12-03,2025-11-13,0,主图书馆
772,417,978-7-524,学术参考资料,TP31,2025-11-22,2025-12-22,2025-12-11,0,主图书馆
773,418,978-7-599,学术参考资料,I247,2025-09-06,2025-10-06,2025-09-28,0,主图书馆
774,418,978-7-721,学术参考资料,I247,2025-12-01,2025-12-31,2025-12-15,0,主图书馆
775,418,978-7-252,学术参考资料,I247,2025-12-04,2026-01-03,2025-12-14,0,主图书馆
776,421,978-7-808,学术参考资料,I247,2025-12-24,2026-01-23,2026-01-07,0,主图书馆
777,421,978-7-378,学术参考资料,TP31,2025-12-09,2026-01-08,2025-12-31,0,主图书馆
778,421,978-7-158,学术参考资料,I247,2025-12-17,2026-01-16,2025-12-28,0,主图书馆
779,421,978-7-652,学术参考资料,I247,2025-12-16,2026-01-15,2025-12-31,0,主图书馆
780,421,978-7-292,学术参考资料,I247,2025-10-18,2025-11-17,2025-11-02,0,主图书馆
781,423,978-7-591,学术参考资料,I247,2025-12-06,2026-01-05,2025-12-28,0,主图书馆
782,423,978-7-708,学术参考资料,TP31,2025-10-05,2025-11-04,2025-10-13,0,主图书馆
783,425,978-7-586,学术参考资料,I247,2025-11-23,2025-12-23,2025-12-14,0,主图书馆
784,425,978-7-602,学术参考资料,TP31,2025-10-28,2025-11-27,2025-11-03,0,主图书馆
785,426,978-7-301,学术参考资料,I247,2025-09-19,2025-10-19,2025-10-02,0,主图书馆
786,426,978-7-450,学术参考资料,I247,2025-11-30,2025-12-30,2025-12-09,0,主图书馆
787,426,978-7-612,学术参考资料,TP31,2025-10-12,2025-11-11,2025-10-21,0,主图书馆
788,427,978-7-545,学术参考资料,TP31,2025-10-13,2025-11-12,2025-10-28,0,主图书馆
789,428,978-7-565,学术参考资料,I247,2025-11-18,2025-12-18,2025-12-09,0,主图书馆
790,428,978-7-737,学术参考资料,I247,2025-09-29,2025-10-29,2025-10-23,0,主图书馆
791,428,978-7-282,学术参考资料,I247,2025-12-27,2026-01-26,2026-01-19,0,主图书馆
792,428,978-7-668,学术参考资料,TP31,2025-09-04,2025-10-04,2025-09-18,0,主图书馆
793,428,978-7-714,学术参考资料,I247,2025-12-15,2026-01-14,2025-12-23,0,主图书馆
794,429,978-7-845,学术参考资料,I247,2025-09-03,2025-10-03,2025-09-27,0,主图书馆
795,430,978-7-180,学术参考资料,TP31,2025-12-23,2026-01-22,2025-12-30,0,主图书馆
796,430,978-7-789,学术参考资料,TP31,2025-12-12,2026-01-11,2025-12-26,0,主图书馆
797,431,978-7-249,学术参考资料,TP31,2025-10-08,2025-11-07,2025-10-16,0,主图书馆
798,431,978-7-821,学术参考资料,I247,2025-10-24,2025-11-23,2025-11-08,0,主图书馆
799,431,978-7-977,学术参考资料,TP31,2025-09-28,2025-10-28,2025-10-09,0,主图书馆
800,431,978-7-461,学术参考资料,TP31,2025-11-02,2025-12-02,2025-11-24,0,主图书馆
801,431,978-7-337,学术参考资料,TP31,2025-11-13,2025-12-13,2025-11-26,0,主图书馆
802,432,978-7-197,学术参考资料,TP31,2025-09-04,2025-10-04,2025-09-22,0,主图书馆
803,432,978-7-974,学术参考资料,I247,2025-09-28,2025-10-28,2025-10-12,0,主图书馆
804,432,978-7-999,学术参考资料,TP31,2025-10-03,2025-11-02,2025-10-21,0,主图书馆
805,432,978-7-789,学术参考资料,TP31,2025-11-12,2025-12-12,2025-12-05,0,主图书馆
806,434,978-7-259,学术参考资料,TP31,2025-12-16,2026-01-15,2025-12-26,0,主图书馆
807,434,978-7-902,学术参考资料,TP31,2025-11-04,2025-12-04,2025-11-25,0,主图书馆
808,434,978-7-868,学术参考资料,I247,2025-10-27,2025-11-26,2025-11-01,0,主图书馆
809,435,978-7-332,学术参考资料,I247,2025-11-25,2025-12-25,2025-12-08,0,主图书馆
810,435,978-7-403,学术参考资料,TP31,2025-10-04,2025-11-03,2025-10-26,0,主图书馆
811,435,978-7-154,学术参考资料,TP31,2025-12-02,2026-01-01,2025-12-11,0,主图书馆
812,437,978-7-616,学术参考资料,TP31,2025-12-01,2025-12-31,2025-12-10,0,主图书馆
813,440,978-7-842,学术参考资料,TP31,2025-12-14,2026-01-13,2025-12-20,0,主图书馆
814,440,978-7-523,学术参考资料,I247,2025-12-05,2026-01-04,2025-12-17,0,主图书馆
815,440,978-7-831,学术参考资料,TP31,2025-11-28,2025-12-28,2025-12-17,0,主图书馆
816,440,978-7-522,学术参考资料,TP31,2025-09-20,2025-10-20,2025-10-06,0,主图书馆
817,441,978-7-467,学术参考资料,TP31,2025-10-20,2025-11-19,2025-11-09,0,主图书馆
818,441,978-7-501,学术参考资料,TP31,2025-10-05,2025-11-04,2025-10-28,0,主图书馆
819,441,978-7-638,学术参考资料,TP31,2025-11-02,2025-12-02,2025-11-19,0,主图书馆
820,441,978-7-761,学术参考资料,TP31,2025-10-30,2025-11-29,2025-11-11,0,主图书馆
821,448,978-7-995,学术参考资料,I247,2025-10-24,2025-11-23,2025-11-01,0,主图书馆
822,448,978-7-539,学术参考资料,TP31,2025-10-12,2025-11-11,2025-10-17,0,主图书馆
823,448,978-7-365,学术参考资料,I247,2025-10-15,2025-11-14,2025-10-22,0,主图书馆
824,448,978-7-214,学术参考资料,TP31,2025-12-24,2026-01-23,2026-01-04,0,主图书馆
825,450,978-7-489,学术参考资料,TP31,2025-12-27,2026-01-26,2026-01-12,0,主图书馆
826,450,978-7-687,学术参考资料,TP31,2025-11-18,2025-12-18,2025-11-24,0,主图书馆
827,450,978-7-472,学术参考资料,TP31,2025-10-31,2025-11-30,2025-11-21,0,主图书馆
828,453,978-7-707,学术参考资料,TP31,2025-12-16,2026-01-15,2025-12-30,0,主图书馆
829,453,978-7-497,学术参考资料,I247,2025-09-21,2025-10-21,2025-10-01,0,主图书馆
830,453,978-7-174,学术参考资料,TP31,2025-11-18,2025-12-18,2025-12-02,0,主图书馆
831,453,978-7-784,学术参考资料,TP31,2025-09-29,2025-10-29,2025-10-13,0,主图书馆
832,453,978-7-274,学术参考资料,I247,2025-09-10,2025-10-10,2025-09-25,0,主图书馆
833,455,978-7-833,学术参考资料,TP31,2025-09-17,2025-10-17,2025-09-22,0,主图书馆
834,455,978-7-332,学术参考资料,I247,2025-12-12,2026-01-11,2025-12-21,0,主图书馆
835,455,978-7-133,学术参考资料,TP31,2025-10-28,2025-11-27,2025-11-15,0,主图书馆
836,455,978-7-374,学术参考资料,TP31,2025-11-19,2025-12-19,2025-12-11,0,主图书馆
837,457,978-7-282,学术参考资料,TP31,2025-11-12,2025-12-12,2025-11-25,0,主图书馆
838,459,978-7-535,学术参考资料,TP31,2025-11-25,2025-12-25,2025-12-18,0,主图书馆
839,459,978-7-688,学术参考资料,I247,2025-10-20,2025-11-19,2025-11-09,0,主图书馆
840,459,978-7-531,学术参考资料,I247,2025-12-23,2026-01-22,2026-01-12,0,主图书馆
841,459,978-7-748,学术参考资料,TP31,2025-10-17,2025-11-16,2025-10-29,0,主图书馆
842,460,978-7-446,学术参考资料,TP31,2025-12-13,2026-01-12,2025-12-22,0,主图书馆
